id,age,gender,sign_up_method,payment_method,no_of_devices
36760,21,M,Google,Credit card,3
36761,36,M,Facebook,PayPal,1
36762,67,M,Facebook,Debit card,3
36763,69,M,Facebook,PayPal,2
36764,62,F,Email,PayPal,2
36765,59,M,Email,PayPal,1
36766,78,F,Facebook,Credit card,2
36767,33,F,Facebook,Credit card,4
36768,38,F,Facebook,PayPal,4
36769,65,M,Facebook,Credit card,3
36770,37,M,Email,Debit card,1
36771,73,M,Facebook,Credit card,4
36772,18,F,Facebook,PayPal,2
36773,40,M,Email,Credit card,4
36774,29,F,Facebook,Credit card,2
36775,46,F,Facebook,Debit card,1
36776,43,M,Google,PayPal,1
36777,71,M,Email,Credit card,1
36778,29,F,Facebook,Debit card,1
36779,26,F,Facebook,Debit card,3
36780,35,M,Email,PayPal,3
36781,20,F,Facebook,PayPal,3
36782,44,M,Email,PayPal,4
36783,58,M,Facebook,PayPal,4
36784,72,M,Google,Debit card,3
36785,62,M,Google,PayPal,1
36786,28,M,Email,PayPal,3
36787,39,F,Facebook,PayPal,1
36788,52,M,Facebook,Credit card,1
36789,41,M,Email,Debit card,1
36790,62,F,Google,Credit card,3
36791,69,M,Facebook,Debit card,1
36792,72,F,Google,Credit card,4
36793,64,F,Google,PayPal,2
36794,53,F,Email,PayPal,3
36795,52,M,Facebook,PayPal,2
36796,45,F,Google,PayPal,4
36797,76,F,Facebook,Credit card,1
36798,26,M,Google,Credit card,1
36799,29,F,Google,Debit card,2
36800,34,M,Facebook,Credit card,2
36801,32,M,Facebook,PayPal,3
36802,81,M,Facebook,Debit card,2
36803,79,M,Facebook,Debit card,3
36804,25,F,Google,PayPal,4
36805,38,F,Email,Debit card,1
36806,79,M,Google,Credit card,4
36807,63,M,Google,PayPal,4
36808,70,M,Facebook,PayPal,3
36809,19,M,Google,PayPal,4
36810,80,M,Google,Credit card,4
36811,70,F,Google,Credit card,1
36812,35,F,Facebook,PayPal,3
36813,41,M,Facebook,Debit card,1
36814,61,M,Google,Credit card,1
36815,40,M,Facebook,Debit card,3
36816,73,M,Email,Debit card,4
36817,55,M,Email,PayPal,1
36818,43,F,Email,PayPal,4
36819,77,M,Google,PayPal,2
36820,35,M,Google,Credit card,3
36821,50,M,Google,Debit card,1
36822,43,M,Google,PayPal,2
36823,71,F,Email,Credit card,2
36824,30,M,Facebook,Debit card,2
36825,77,F,Email,Debit card,4
36826,39,M,Google,Debit card,3
36827,22,F,Google,Debit card,3
36828,40,M,Google,Credit card,4
36829,41,F,Email,PayPal,4
36830,61,F,Facebook,Credit card,3
36831,42,F,Email,Credit card,4
36832,55,F,Facebook,PayPal,3
36833,71,F,Email,Credit card,2
36834,23,M,Google,Debit card,4
36835,54,M,Email,Debit card,1
36836,70,F,Google,Credit card,3
36837,39,F,Facebook,PayPal,3
36838,55,F,Google,PayPal,3
36839,65,F,Email,Credit card,2
36840,49,M,Google,PayPal,2
36841,77,F,Facebook,Credit card,3
36842,39,F,Facebook,Debit card,2
36843,75,M,Google,Debit card,3
36844,19,F,Email,Debit card,1
36845,29,M,Email,Debit card,4
36846,32,M,Google,Credit card,3
36847,33,M,Google,Credit card,1
36848,41,F,Google,Debit card,3
36849,53,M,Email,PayPal,4
36850,44,F,Facebook,Debit card,4
36851,54,F,Facebook,Debit card,1
36852,33,M,Google,Credit card,4
36853,42,M,Email,Debit card,1
36854,66,M,Google,PayPal,4
36855,26,M,Google,Debit card,4
36856,36,F,Email,PayPal,3
36857,56,M,Google,Credit card,2
36858,34,M,Email,PayPal,2
36859,63,F,Google,Debit card,2
36860,20,F,Email,Credit card,3
36861,50,F,Google,Debit card,3
36862,76,M,Facebook,Credit card,2
36863,21,F,Facebook,Credit card,3
36864,80,M,Email,Debit card,1
36865,69,F,Google,PayPal,3
36866,24,F,Email,Credit card,1
36867,69,F,Google,Debit card,1
36868,64,F,Email,Debit card,2
36869,63,M,Facebook,Debit card,2
36870,40,F,Email,PayPal,1
36871,70,F,Google,Credit card,4
36872,38,F,Google,Debit card,4
36873,23,F,Google,PayPal,1
36874,44,M,Facebook,Credit card,2
36875,28,F,Email,Debit card,2
36876,25,F,Google,PayPal,4
36877,53,F,Facebook,Credit card,1
36878,52,F,Facebook,Debit card,3
36879,78,M,Email,Debit card,4
36880,43,F,Google,Credit card,4
36881,74,M,Facebook,Credit card,2
36882,80,F,Email,Credit card,1
36883,48,F,Email,Debit card,1
36884,57,M,Google,Debit card,2
36885,66,M,Facebook,Debit card,3
36886,79,F,Email,Credit card,2
36887,64,F,Email,Debit card,1
36888,79,M,Email,Debit card,3
36889,18,M,Email,Debit card,4
36890,70,M,Facebook,Debit card,3
36891,34,M,Email,PayPal,2
36892,72,F,Email,PayPal,1
36893,26,F,Email,Debit card,1
36894,56,F,Facebook,Credit card,1
36895,35,F,Facebook,Credit card,1
36896,20,F,Facebook,PayPal,1
36897,34,M,Email,Debit card,2
36898,50,M,Email,Debit card,4
36899,39,M,Facebook,PayPal,1
36900,43,F,Email,Credit card,2
36901,39,F,Facebook,Debit card,2
36902,24,F,Email,Debit card,3
36903,49,F,Facebook,Credit card,3
36904,45,F,Facebook,Credit card,1
36905,36,F,Google,PayPal,2
36906,52,M,Facebook,PayPal,1
36907,30,M,Google,Credit card,1
36908,57,F,Facebook,Debit card,2
36909,60,M,Facebook,Credit card,4
36910,52,M,Facebook,Debit card,1
36911,62,F,Google,Debit card,1
36912,81,M,Email,Debit card,4
36913,37,M,Facebook,Debit card,4
36914,68,M,Email,Credit card,3
36915,21,F,Email,Debit card,1
36916,42,M,Facebook,Credit card,1
36917,42,F,Google,Debit card,1
36918,29,M,Facebook,Credit card,4
36919,21,F,Facebook,Debit card,3
36920,43,M,Email,Credit card,3
36921,66,F,Google,PayPal,4
36922,61,M,Facebook,Credit card,2
36923,69,F,Facebook,Debit card,1
36924,52,M,Email,PayPal,1
36925,31,M,Email,PayPal,1
36926,31,M,Facebook,Debit card,3
36927,61,F,Email,Debit card,4
36928,55,M,Email,Credit card,4
36929,47,M,Facebook,Credit card,3
36930,42,F,Facebook,Debit card,4
36931,21,M,Google,Credit card,2
36932,37,M,Email,PayPal,2
36933,41,F,Google,PayPal,1
36934,52,M,Google,Credit card,1
36935,61,M,Google,Debit card,1
36936,52,F,Facebook,PayPal,3
36937,55,M,Google,Debit card,3
36938,29,F,Email,Credit card,2
36939,79,F,Facebook,Credit card,4
36940,35,M,Google,PayPal,2
36941,79,F,Google,Debit card,1
36942,80,M,Email,Debit card,3
36943,35,F,Google,Debit card,2
36944,72,F,Email,PayPal,4
36945,60,F,Google,PayPal,3
36946,51,F,Google,PayPal,3
36947,27,F,Google,Credit card,2
36948,39,F,Email,Debit card,3
36949,47,M,Facebook,PayPal,3
36950,48,M,Google,Debit card,2
36951,43,M,Google,PayPal,3
36952,50,M,Email,PayPal,2
36953,47,F,Google,PayPal,4
36954,59,M,Facebook,Debit card,3
36955,68,F,Email,Credit card,3
36956,32,F,Facebook,Credit card,1
36957,32,M,Email,Credit card,3
36958,23,M,Email,Credit card,1
36959,34,M,Email,Credit card,1
36960,36,M,Facebook,PayPal,3
36961,40,F,Email,Credit card,3
36962,63,M,Facebook,PayPal,4
36963,81,F,Email,Credit card,2
36964,54,M,Facebook,PayPal,1
36965,62,M,Email,Debit card,3
36966,63,F,Facebook,PayPal,3
36967,39,M,Google,Debit card,4
36968,76,M,Facebook,Debit card,2
36969,20,F,Facebook,Credit card,1
36970,65,F,Email,Debit card,2
36971,49,F,Facebook,Debit card,3
36972,26,M,Facebook,Credit card,1
36973,20,M,Google,PayPal,4
36974,32,M,Google,Credit card,2
36975,72,M,Google,Credit card,2
36976,70,M,Google,PayPal,2
36977,41,F,Facebook,Credit card,2
36978,29,M,Facebook,PayPal,1
36979,71,F,Google,PayPal,3
36980,48,M,Email,Credit card,4
36981,57,M,Google,PayPal,2
36982,58,M,Facebook,Credit card,1
36983,41,M,Email,Debit card,1
36984,38,F,Google,Debit card,4
36985,44,M,Email,Credit card,4
36986,70,F,Facebook,PayPal,4
36987,18,M,Google,PayPal,3
36988,67,M,Google,Debit card,3
36989,45,M,Email,Credit card,2
36990,31,F,Email,PayPal,3
36991,78,M,Facebook,Credit card,2
36992,39,M,Google,Credit card,1
36993,42,M,Google,Debit card,2
36994,72,F,Google,Credit card,1
36995,55,F,Google,Debit card,1
36996,49,M,Google,Credit card,4
36997,29,M,Email,PayPal,4
36998,62,F,Facebook,Credit card,2
36999,71,F,Email,Debit card,1
37000,73,F,Google,PayPal,4
37001,72,M,Google,PayPal,2
37002,25,F,Email,Credit card,1
37003,31,M,Google,Debit card,1
37004,47,M,Google,Credit card,4
37005,75,M,Facebook,Credit card,3
37006,53,F,Email,Credit card,4
37007,24,M,Google,PayPal,2
37008,68,F,Google,PayPal,4
37009,72,M,Email,Debit card,1
37010,79,M,Google,PayPal,3
37011,72,M,Google,PayPal,3
37012,42,F,Facebook,Credit card,4
37013,65,M,Email,Debit card,1
37014,73,M,Facebook,Debit card,1
37015,28,F,Google,Credit card,3
37016,74,F,Facebook,Debit card,3
37017,22,M,Facebook,Credit card,3
37018,66,M,Facebook,Debit card,3
37019,78,F,Email,Credit card,1
37020,21,M,Google,PayPal,4
37021,19,F,Facebook,Credit card,4
37022,78,F,Facebook,Debit card,2
37023,24,F,Google,Credit card,1
37024,39,M,Google,Debit card,2
37025,78,M,Facebook,Credit card,1
37026,31,M,Google,Debit card,4
37027,48,M,Email,Debit card,4
37028,30,M,Email,Credit card,4
37029,77,F,Facebook,Credit card,4
37030,44,F,Google,Debit card,1
37031,22,F,Email,Debit card,3
37032,26,F,Email,PayPal,4
37033,53,F,Facebook,Debit card,4
37034,52,M,Email,Credit card,3
37035,67,M,Google,PayPal,2
37036,51,M,Email,Debit card,2
37037,26,M,Google,PayPal,4
37038,68,F,Email,PayPal,4
37039,33,F,Facebook,PayPal,3
37040,22,F,Google,Credit card,3
37041,28,M,Facebook,Debit card,1
37042,27,M,Facebook,Credit card,1
37043,22,M,Email,Debit card,1
37044,55,F,Google,Credit card,3
37045,33,M,Google,Credit card,4
37046,77,M,Facebook,Debit card,4
37047,79,F,Google,PayPal,2
37048,70,M,Google,Debit card,3
37049,29,M,Google,Credit card,1
37050,27,M,Email,Debit card,3
37051,67,M,Facebook,PayPal,1
37052,37,M,Facebook,Credit card,2
37053,63,M,Facebook,PayPal,3
37054,29,M,Google,Debit card,1
37055,54,F,Google,PayPal,3
37056,64,F,Email,PayPal,2
37057,61,F,Facebook,Debit card,3
37058,22,F,Google,PayPal,2
37059,45,F,Facebook,PayPal,2
37060,46,M,Email,Credit card,4
37061,39,F,Google,Debit card,2
37062,37,M,Email,Debit card,2
37063,73,F,Google,Debit card,3
37064,44,F,Email,Credit card,1
37065,71,M,Email,PayPal,1
37066,55,M,Email,Debit card,2
37067,34,F,Google,PayPal,1
37068,26,F,Google,Credit card,3
37069,30,F,Facebook,Credit card,4
37070,32,M,Facebook,Debit card,1
37071,30,F,Facebook,PayPal,1
37072,78,M,Facebook,Credit card,4
37073,56,M,Email,Debit card,2
37074,22,M,Google,Debit card,1
37075,41,M,Google,PayPal,4
37076,63,F,Email,Credit card,4
37077,69,F,Email,PayPal,4
37078,71,M,Email,Credit card,4
37079,44,F,Facebook,Debit card,2
37080,24,F,Google,PayPal,3
37081,27,M,Facebook,PayPal,4
37082,58,M,Email,Debit card,4
37083,49,M,Facebook,Credit card,2
37084,24,M,Facebook,PayPal,1
37085,64,M,Google,Credit card,1
37086,34,M,Facebook,Credit card,4
37087,60,F,Google,Credit card,1
37088,63,M,Google,Credit card,4
37089,21,M,Email,Debit card,3
37090,24,M,Email,Credit card,3
37091,32,M,Email,PayPal,4
37092,56,M,Google,PayPal,1
37093,47,M,Google,Credit card,3
37094,49,F,Facebook,Credit card,3
37095,73,F,Email,PayPal,1
37096,27,M,Facebook,Debit card,2
37097,43,M,Facebook,Debit card,1
37098,59,F,Facebook,Credit card,1
37099,50,M,Google,PayPal,4
37100,58,M,Facebook,PayPal,2
37101,39,M,Facebook,Credit card,2
37102,41,M,Facebook,Debit card,2
37103,72,F,Email,Credit card,3
37104,18,M,Google,Debit card,2
37105,27,F,Email,PayPal,2
37106,35,F,Google,Debit card,1
37107,28,M,Google,PayPal,2
37108,68,M,Google,Credit card,4
37109,29,M,Google,Debit card,1
37110,31,M,Email,PayPal,1
37111,39,F,Google,Debit card,4
37112,75,M,Facebook,Credit card,3
37113,67,F,Facebook,Credit card,3
37114,36,M,Google,Credit card,3
37115,80,M,Google,Debit card,3
37116,58,F,Facebook,Credit card,2
37117,73,F,Email,Debit card,3
37118,62,M,Facebook,Credit card,2
37119,43,F,Email,Debit card,2
37120,74,M,Google,Credit card,2
37121,63,M,Facebook,PayPal,1
37122,18,M,Google,Debit card,1
37123,35,F,Facebook,Credit card,3
37124,43,F,Google,PayPal,4
37125,68,F,Google,Credit card,4
37126,31,M,Facebook,PayPal,4
37127,20,F,Email,Credit card,3
37128,64,M,Google,Debit card,3
37129,58,F,Facebook,Credit card,3
37130,55,F,Facebook,Credit card,3
37131,33,M,Email,Credit card,4
37132,53,M,Email,PayPal,4
37133,30,M,Email,Credit card,3
37134,51,F,Google,Debit card,3
37135,52,F,Email,PayPal,1
37136,34,F,Email,PayPal,4
37137,70,F,Google,Credit card,3
37138,41,F,Facebook,Debit card,1
37139,23,F,Google,PayPal,1
37140,75,F,Facebook,Debit card,1
37141,49,F,Google,Debit card,3
37142,64,M,Facebook,Debit card,2
37143,20,M,Email,PayPal,4
37144,20,M,Email,Debit card,1
37145,55,M,Email,Credit card,3
37146,38,F,Email,Credit card,2
37147,48,F,Email,Debit card,3
37148,58,M,Email,PayPal,1
37149,35,M,Google,Debit card,4
37150,33,F,Facebook,PayPal,3
37151,77,F,Google,PayPal,4
37152,55,M,Facebook,PayPal,2
37153,71,F,Email,Credit card,1
37154,51,M,Google,Debit card,2
37155,32,F,Facebook,Credit card,3
37156,76,M,Google,Debit card,4
37157,66,F,Email,PayPal,4
37158,29,M,Email,Debit card,1
37159,38,F,Facebook,Debit card,3
37160,81,M,Email,Debit card,1
37161,30,F,Email,PayPal,2
37162,75,M,Facebook,Credit card,3
37163,76,F,Google,PayPal,2
37164,29,M,Email,PayPal,1
37165,67,M,Google,PayPal,3
37166,29,M,Google,PayPal,4
37167,63,F,Google,PayPal,2
37168,28,M,Google,Credit card,4
37169,51,F,Email,PayPal,1
37170,73,F,Email,Credit card,1
37171,21,M,Google,Credit card,1
37172,58,M,Email,PayPal,1
37173,24,F,Email,PayPal,1
37174,48,M,Email,PayPal,3
37175,25,F,Google,Credit card,2
37176,40,M,Email,PayPal,2
37177,21,F,Email,PayPal,4
37178,19,M,Facebook,PayPal,4
37179,62,M,Email,PayPal,1
37180,26,F,Google,Debit card,2
37181,73,M,Google,Debit card,4
37182,72,F,Google,Debit card,4
37183,37,F,Google,Debit card,3
37184,59,M,Facebook,PayPal,2
37185,77,M,Google,PayPal,2
37186,49,F,Google,Credit card,1
37187,51,F,Google,Debit card,3
37188,33,F,Facebook,Credit card,1
37189,53,M,Facebook,Debit card,3
37190,63,M,Facebook,PayPal,4
37191,63,F,Email,PayPal,4
37192,49,F,Facebook,PayPal,2
37193,53,M,Email,Credit card,1
37194,50,M,Google,Credit card,1
37195,57,M,Facebook,Debit card,1
37196,39,F,Google,Debit card,4
37197,46,F,Email,PayPal,1
37198,51,M,Google,PayPal,1
37199,32,F,Facebook,PayPal,2
37200,49,M,Facebook,Credit card,3
37201,39,M,Facebook,Debit card,3
37202,49,F,Google,Credit card,4
37203,53,F,Email,PayPal,4
37204,42,M,Facebook,Credit card,4
37205,49,M,Facebook,PayPal,4
37206,78,F,Email,Debit card,2
37207,19,M,Google,PayPal,1
37208,64,F,Email,Credit card,2
37209,36,F,Facebook,Credit card,3
37210,55,F,Google,PayPal,1
37211,68,F,Email,Credit card,1
37212,62,M,Google,Debit card,2
37213,78,M,Google,Debit card,3
37214,33,F,Google,Debit card,1
37215,75,F,Facebook,Debit card,2
37216,31,M,Google,Debit card,4
37217,37,M,Google,Credit card,2
37218,40,F,Facebook,Credit card,4
37219,71,M,Google,PayPal,1
37220,59,M,Facebook,Debit card,1
37221,25,M,Facebook,Credit card,1
37222,54,M,Facebook,Debit card,2
37223,44,M,Facebook,Debit card,1
37224,72,F,Google,Credit card,3
37225,45,M,Email,PayPal,3
37226,24,M,Facebook,PayPal,3
37227,55,M,Google,PayPal,2
37228,68,F,Google,PayPal,2
37229,25,M,Google,PayPal,1
37230,79,M,Email,Debit card,1
37231,38,M,Google,Credit card,1
37232,20,F,Facebook,Debit card,1
37233,60,M,Email,Credit card,2
37234,44,M,Email,Debit card,4
37235,81,F,Google,PayPal,4
37236,76,M,Email,PayPal,4
37237,64,F,Google,PayPal,1
37238,23,F,Facebook,Debit card,2
37239,27,M,Facebook,Debit card,3
37240,18,M,Google,Debit card,3
37241,29,M,Email,Credit card,1
37242,79,M,Facebook,Debit card,3
37243,45,M,Google,Debit card,2
37244,73,M,Google,Credit card,3
37245,66,F,Email,Debit card,3
37246,61,F,Google,Credit card,1
37247,78,M,Google,PayPal,2
37248,21,F,Facebook,PayPal,3
37249,39,M,Google,Credit card,1
37250,25,F,Email,PayPal,4
37251,72,F,Facebook,Debit card,2
37252,27,F,Email,Credit card,3
37253,48,F,Facebook,PayPal,4
37254,36,M,Facebook,PayPal,2
37255,70,M,Google,Debit card,1
37256,72,M,Google,Debit card,1
37257,43,F,Email,PayPal,1
37258,51,F,Google,PayPal,1
37259,32,F,Email,PayPal,2
37260,76,F,Google,Debit card,2
37261,46,F,Email,PayPal,4
37262,43,M,Google,Debit card,2
37263,50,F,Google,PayPal,4
37264,46,F,Google,PayPal,1
37265,37,F,Email,PayPal,1
37266,75,F,Google,Credit card,2
37267,63,M,Google,PayPal,2
37268,64,M,Google,Credit card,1
37269,50,F,Facebook,PayPal,1
37270,55,M,Email,PayPal,3
37271,32,M,Facebook,Credit card,3
37272,70,F,Google,Debit card,2
37273,75,M,Facebook,Credit card,2
37274,64,F,Facebook,Debit card,2
37275,59,M,Email,PayPal,1
37276,45,F,Email,Credit card,1
37277,33,F,Facebook,Credit card,1
37278,31,F,Facebook,Credit card,4
37279,67,M,Facebook,Debit card,3
37280,30,F,Email,Debit card,3
37281,61,F,Facebook,PayPal,2
37282,47,F,Email,Debit card,2
37283,75,F,Email,Debit card,3
37284,40,F,Facebook,Credit card,1
37285,68,F,Facebook,PayPal,1
37286,22,M,Google,PayPal,3
37287,55,F,Email,PayPal,4
37288,21,F,Facebook,Debit card,4
37289,40,M,Email,PayPal,4
37290,67,M,Email,Credit card,4
37291,47,M,Facebook,Credit card,3
37292,36,F,Email,PayPal,2
37293,49,F,Email,PayPal,2
37294,56,F,Facebook,Debit card,3
37295,74,M,Email,PayPal,1
37296,38,M,Email,Debit card,2
37297,30,F,Email,Debit card,4
37298,34,M,Email,Debit card,3
37299,81,F,Facebook,PayPal,3
37300,63,F,Google,PayPal,4
37301,62,F,Facebook,Debit card,4
37302,55,F,Google,PayPal,3
37303,45,F,Facebook,Credit card,1
37304,43,M,Email,Debit card,2
37305,50,F,Google,Credit card,4
37306,43,M,Email,Credit card,2
37307,63,F,Google,Credit card,3
37308,25,F,Google,Debit card,1
37309,72,F,Facebook,PayPal,1
37310,65,M,Facebook,Debit card,3
37311,39,F,Email,PayPal,4
37312,28,M,Email,Credit card,1
37313,58,F,Email,Credit card,2
37314,41,M,Email,PayPal,2
37315,44,M,Google,Debit card,3
37316,33,M,Facebook,Debit card,3
37317,35,F,Google,Credit card,4
37318,78,M,Email,PayPal,4
37319,66,M,Facebook,PayPal,3
37320,55,F,Google,Debit card,3
37321,78,M,Email,PayPal,3
37322,76,F,Google,Debit card,1
37323,75,M,Email,Debit card,3
37324,51,F,Google,PayPal,4
37325,33,M,Google,PayPal,3
37326,78,M,Email,PayPal,2
37327,59,F,Facebook,Credit card,1
37328,29,M,Email,Credit card,2
37329,59,F,Facebook,PayPal,1
37330,76,M,Email,Credit card,3
37331,24,F,Google,Credit card,4
37332,31,M,Google,Credit card,2
37333,72,M,Email,Debit card,1
37334,49,M,Facebook,Credit card,4
37335,26,M,Google,Debit card,2
37336,31,M,Facebook,Debit card,4
37337,75,F,Facebook,Debit card,4
37338,58,F,Email,Credit card,4
37339,45,M,Google,PayPal,2
37340,36,F,Google,Credit card,2
37341,72,F,Facebook,Debit card,4
37342,46,M,Facebook,Credit card,3
37343,52,F,Google,PayPal,2
37344,19,M,Google,PayPal,3
37345,39,M,Email,PayPal,3
37346,23,F,Email,PayPal,1
37347,36,F,Google,PayPal,4
37348,51,M,Email,Debit card,1
37349,21,F,Google,Credit card,3
37350,49,M,Facebook,PayPal,3
37351,70,F,Facebook,Credit card,1
37352,35,F,Facebook,Debit card,2
37353,71,M,Google,Debit card,3
37354,43,F,Facebook,Credit card,4
37355,63,F,Facebook,Credit card,4
37356,25,M,Email,PayPal,4
37357,36,M,Email,Credit card,3
37358,68,F,Email,PayPal,1
37359,44,M,Google,Debit card,2
37360,78,F,Google,Credit card,2
37361,41,M,Facebook,PayPal,2
37362,38,M,Facebook,Credit card,3
37363,48,M,Email,Debit card,4
37364,73,F,Google,PayPal,4
37365,49,M,Facebook,Credit card,4
37366,35,F,Facebook,PayPal,4
37367,53,M,Facebook,Debit card,4
37368,71,F,Facebook,Credit card,4
37369,55,F,Email,Debit card,1
37370,19,M,Google,Credit card,4
37371,20,F,Facebook,PayPal,2
37372,28,F,Email,PayPal,1
37373,19,M,Facebook,PayPal,1
37374,18,F,Facebook,Credit card,3
37375,41,F,Email,Debit card,4
37376,57,M,Facebook,PayPal,1
37377,36,F,Google,Credit card,2
37378,50,M,Facebook,PayPal,1
37379,59,M,Google,PayPal,4
37380,80,M,Google,PayPal,2
37381,33,M,Email,Credit card,4
37382,60,M,Email,PayPal,2
37383,53,M,Email,Debit card,2
37384,28,M,Google,Debit card,4
37385,53,M,Facebook,Credit card,3
37386,33,M,Facebook,Debit card,2
37387,54,F,Facebook,Credit card,3
37388,66,M,Facebook,Debit card,1
37389,75,M,Google,Debit card,4
37390,27,M,Email,PayPal,4
37391,20,F,Facebook,Debit card,2
37392,19,F,Email,PayPal,1
37393,31,M,Email,Debit card,2
37394,57,F,Email,Debit card,4
37395,41,F,Facebook,Credit card,1
37396,72,F,Google,Debit card,2
37397,32,M,Facebook,PayPal,3
37398,25,M,Google,Credit card,4
37399,30,F,Facebook,Debit card,1
37400,58,M,Email,Debit card,3
37401,72,M,Email,PayPal,3
37402,56,M,Facebook,Debit card,1
37403,57,F,Email,Debit card,3
37404,79,F,Google,Credit card,4
37405,74,M,Facebook,PayPal,4
37406,64,M,Google,Credit card,3
37407,64,F,Email,Debit card,3
37408,37,F,Email,Debit card,2
37409,64,F,Email,Debit card,4
37410,20,F,Facebook,Credit card,1
37411,64,F,Google,PayPal,3
37412,21,F,Email,Credit card,4
37413,26,M,Facebook,PayPal,4
37414,32,F,Facebook,Credit card,4
37415,39,M,Google,Debit card,2
37416,77,F,Google,Credit card,2
37417,36,F,Email,Debit card,2
37418,26,M,Facebook,Debit card,4
37419,81,F,Facebook,Debit card,2
37420,66,M,Facebook,Debit card,2
37421,31,M,Facebook,PayPal,2
37422,32,F,Google,PayPal,2
37423,54,M,Email,Credit card,1
37424,57,F,Google,Debit card,2
37425,54,M,Facebook,Debit card,2
37426,59,M,Google,PayPal,1
37427,32,M,Email,PayPal,3
37428,77,F,Facebook,Debit card,4
37429,50,M,Email,Debit card,2
37430,50,F,Email,PayPal,4
37431,24,M,Google,Debit card,2
37432,37,M,Facebook,PayPal,4
37433,27,M,Email,PayPal,4
37434,25,F,Email,PayPal,4
37435,80,M,Facebook,PayPal,1
37436,33,F,Google,Debit card,4
37437,56,M,Facebook,Debit card,4
37438,36,F,Facebook,Debit card,1
37439,63,F,Email,Credit card,2
37440,80,F,Email,Credit card,3
37441,61,M,Facebook,Debit card,1
37442,59,F,Google,PayPal,3
37443,48,M,Facebook,Debit card,2
37444,18,M,Facebook,Debit card,2
37445,26,M,Email,Debit card,3
37446,58,M,Google,Credit card,2
37447,58,F,Email,PayPal,4
37448,55,M,Google,PayPal,3
37449,49,M,Google,Credit card,4
37450,24,M,Google,Credit card,1
37451,40,M,Email,PayPal,4
37452,64,F,Facebook,PayPal,4
37453,65,M,Google,PayPal,3
